Code,Description,Category,Active,Unit,Default Price List - Exclusive,Default Price List - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
SMS0880,CONTINUOUS SEALING MACHINE,CaterMarket,True,EACH,5821.0,6694.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4950.0,0,Sales,Purchases
SMS0880-LW,CONTINUOUS SEALING MACHINE - VERTICAL,CaterMarket,True,EACH,6703.0,7708.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5700.0,0,Sales,Purchases
SOB0006,STAND FOR 6 PAN CONVECTION OVEN,CaterMarket,True,EACH,9752.0,11214.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,7740.0,0,Sales,Purchases
SOB0010,STAND FOR 10 PAN CONVECTION OVEN,CaterMarket,True,EACH,7258.0,8346.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5760.0,0,Sales,Purchases
SOE0416,OVEN STAND - 4 PAN,CaterMarket,True,EACH,4763.0,5477.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3780.0,0,Sales,Purchases
SOE0423,OVEN STAND,CaterMarket,True,EACH,4763.0,5477.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3780.0,0,Sales,Purchases
SPC0001,SPIRAL POTATO CUTTER,CaterMarket,True,EACH,353.0,405.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,300.0,-4,Sales,Purchases
SSM/ST16E-P,SOFT SERVE MACHINE - TABLE MODEL - SINGLE BARREL,CaterMarket,True,EACH,26460.0,30429.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,22500.0,0,Sales,Purchases
SSM/ST16E-W,SOFT SERVE MACHINE - TABLE MODEL - SINGLE BARREL,CaterMarket,True,EACH,26460.0,30429.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,22500.0,0,Sales,Purchases
SSM/ST16E-Y,SOFT SERVE MACHINE - TABLE MODEL - SINGLE BARREL,CaterMarket,True,EACH,26460.0,30429.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,22500.0,0,Sales,Purchases
SSM/ST16E-Y,SOFT SERVE MACHINE - TABLE MODEL - SINGLE BARREL,CaterMarket,True,EACH,27562.5,31696.88,True,,,,,,,,,,,,,Standard Rate,Standard Rate,22500.0,0,Sales,Purchases
SSM/ST16RELW-W,SOFT SERVE MACHINE WITH REFR HOPPER - TABLE MODEL - SINGLE BARREL,CaterMarket,True,EACH,38808.0,44629.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,33000.0,0,Sales,Purchases
SSM0002,SOFT SERVE MACHINE WITH REFR HOPPER & AIR PUMP - FLOOR STANDING,CaterMarket,True,EACH,66150.0,76072.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,56250.0,0,Sales,Purchases
STS1009,9 SLICE TOASTER - NON-STICK PLATES - TOP & BOTTOM FLAT,CaterMarket,True,EACH,4057.0,4665.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3450.0,-4,Sales,Purchases
STS2009,9 SLICE TOASTER - NON-STICK PLATES - TOP RIBBED / BOTTOM FLAT,CaterMarket,True,EACH,4234.0,4869.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3600.0,0,Sales,Purchases
STS3009,9 SLICE TOASTER - NON-STICK PLATES - TOP & BOTTOM RIBBED,CaterMarket,True,EACH,4234.0,4869.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3600.0,0,Sales,Purchases
SVS0130,SOUS VIDE COOKER,CaterMarket,True,EACH,6350.0,7302.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,5400.0,0,Sales,Purchases
SW/PSS0005,KITCHEN SCALE - 5KG,CaterMarket,True,EACH,432.0,496.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,367.5,-1,Sales,Purchases
SW/PSS0015,PORTION SCALE - 15KG,CaterMarket,True,EACH,1985.0,2282.75,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1687.5,-7,Sales,Purchases
SW/PSS0150,PLATFORM SCALE - 150KG,CaterMarket,True,EACH,4366.0,5020.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3712.5,-3,Sales,Purchases
SW/PSS1015,PORTION SCALE / WATERPROOF- 15KG,CaterMarket,True,EACH,3925.0,4513.75,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3337.5,0,Sales,Purchases
SWS0002,SNACKWICH MAKER,CaterMarket,True,EACH,2822.0,3245.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2400.0,0,Sales,Purchases
TLS0006,LIFT UP TOASTER - 3/6 SLOTS,CaterMarket,True,EACH,2117.0,2434.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1800.0,0,Sales,Purchases
TPK0040,TILTPAN - 40LT - ELEC,CaterMarket,True,EACH,45864.0,52743.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,39000.0,0,Sales,Purchases
TS/5AFL12,SWIVEL ARM,CaterMarket,True,EACH,1411.0,1622.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1200.0,-2,Sales,Purchases
TS/5F-2SLX05A,KITCHEN FAUCET WITH GOOSENECK - DECK MOUNTED,CaterMarket,True,EACH,2293.0,2636.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1950.0,0,Sales,Purchases
TS/5HR-242-12,HOSE REEL WITH 15M EPOXY HOSE & GRIGGER GUN - ECONO MODEL,CaterMarket,True,EACH,8114.0,9331.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,6900.0,0,Sales,Purchases
TS/5MPH-2SLN-08,DECK MOUNTED MINI PRE-RINSE SPRAY WITH 8 FAUCET,CaterMarket,True,EACH,5116.0,5883.4,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4350.0,0,Sales,Purchases
TS/5PR-2S00,DECK MOUNTED PRE-RINSE SPRAY,CaterMarket,True,EACH,4763.0,5477.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4050.0,-3,Sales,Purchases
TS/5PR-8W00,WALL MOUNTED PRE-RINSE SPRAY,CaterMarket,True,EACH,4939.0,5679.85,True,,,,,,,,,,,,,Standard Rate,Standard Rate,4200.0,0,Sales,Purchases
TS/B-0592,POT FILLER WITH DUBBLE JOINTED SPOUT - WALL MOUNTED,CaterMarket,True,EACH,3881.0,4463.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3300.0,0,Sales,Purchases
TS/B-7132-05,HOSE REAL WITH 10M S/S HOSE & TRIGGER GUN,CaterMarket,True,EACH,16582.0,19069.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,14100.0,0,Sales,Purchases
TS/B-7232-05,HOSE REAL WITH 10M EPOXY HOSE & TRIGGER GUN,CaterMarket,True,EACH,11113.0,12779.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,9450.0,0,Sales,Purchases
TS/EA-1DF08-300,BAR FAUCET WITH SINGLE LEVER & HIGH SPOUT,CaterMarket,True,EACH,2117.0,2434.55,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1800.0,0,Sales,Purchases
TS/EA-1DF09-LH,KITCHEN FAUCET WITH SINGLE LEVER & SWIVEL SPOUT - DECK MOUNTED,CaterMarket,True,EACH,1411.0,1622.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1200.0,0,Sales,Purchases
TS/EU-6WF12,KITCHEN FAUCET WITH 6 BODY & 12 SPOUT,CaterMarket,True,EACH,2470.0,2840.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2100.0,-5,Sales,Purchases
TS/EX-RINSER-1,GLASS / PICHER RINSER - SINGLE - 18X17CM,CaterMarket,True,EACH,2646.0,3042.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2250.0,0,Sales,Purchases
TS/EX-RINSER-3,GLASS / PICHER RINSER - SINGLE - 63X22CM,CaterMarket,True,EACH,3881.0,4463.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,3300.0,0,Sales,Purchases
TS/G019430-45,UNIVERSAL SWING BRACKET FOR HOSE REEL,CaterMarket,True,EACH,2293.0,2636.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1950.0,0,Sales,Purchases
TSS0004,TOMATO SLICER - 4MM,CaterMarket,True,EACH,2822.0,3245.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2400.0,0,Sales,Purchases
TTP0000,3 TIER PLASTIC TEA TROLLEY - WITHOUT SIDE BINS - 1040 X 510 X 970MM,CaterMarket,True,EACH,2293.0,2636.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1950.0,0,Sales,Purchases
TTP0002,3 TIER PLASTIC TEA TROLLEY - WITHOUT SIDE BINS- 870 X 430 X 940MM,CaterMarket,True,EACH,1940.0,2231.0,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1650.0,0,Sales,Purchases
TTP0011,SIDE BIN - LARGE,CaterMarket,True,EACH,229.0,263.35,True,,,,,,,,,,,,,Standard Rate,Standard Rate,195.0,0,Sales,Purchases
TTP0012,SIDE BIN - SMALL,CaterMarket,True,EACH,106.0,121.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,90.0,0,Sales,Purchases
TTT1002,2 TIER STAINLESS STEEL TEA TROLLEY,CaterMarket,True,EACH,2161.0,2485.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1837.5,0,Sales,Purchases
TTT1003,3 TIER STAINLESS STEEL TEA TROLLEY,CaterMarket,True,EACH,2426.0,2789.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2062.5,0,Sales,Purchases
TTT1005,5 TIER STAINLESS STEEL TROLLEY,CaterMarket,True,EACH,3352.0,3854.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,2850.0,0,Sales,Purchases
URN0016,HOT WATER URN - 16LT - STAINLESS STEEL,CaterMarket,True,EACH,1411.0,1622.65,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1200.0,0,Sales,Purchases
URN0016-B,HOT WATER URN - 16LT - MATT BALCK,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
URN0016-MR,HOT WATER URN - 16LT - MATT RED,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
URN0016-MY,HOT WATER URN - 16LT - YELLOW,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
URN0016-O,HOT WATER URN - 16LT - COPPER COLOUR,CaterMarket,True,EACH,1588.0,1826.2,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1350.0,0,Sales,Purchases
URN0024-MR,HOT WATER URN - 24LT - MATT RED,CaterMarket,True,EACH,1764.0,2028.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1500.0,0,Sales,Purchases
URN0024-MY,HOT WATER URN - 24LT - YELLOW,CaterMarket,True,EACH,1764.0,2028.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1500.0,0,Sales,Purchases
URN0024-O,HOT WATER URN - 24LT - COPPER COLOUR,CaterMarket,True,EACH,1764.0,2028.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,1500.0,0,Sales,Purchases
VPS0001,VEG PREP MACHINE WITH 5 BLADES,CaterMarket,True,EACH,12172.0,13997.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,10350.0,-4,Sales,Purchases
VPS0002,VEG PREP MACHINE WITH 5 BLADES - WIDE MOUTH,CaterMarket,True,EACH,13054.0,15012.1,True,,,,,,,,,,,,,Standard Rate,Standard Rate,11100.0,0,Sales,Purchases
VPS0240,VACUUM PACK MACHINE - 240MM,CaterMarket,True,EACH,11290.0,12983.5,True,,,,,,,,,,,,,Standard Rate,Standard Rate,9600.0,0,Sales,Purchases
VPS0260,VACUUM PACK MACHINE - 260MM,CaterMarket,True,EACH,9173.0,10548.95,True,,,,,,,,,,,,,Standard Rate,Standard Rate,7800.0,0,Sales,Purchases
VPS0300,VACUUM PACK MACHINE - 300MM,CaterMarket,True,EACH,12172.0,13997.8,True,,,,,,,,,,,,,Standard Rate,Standard Rate,10350.0,0,Sales,Purchases
VPS0300-GF,VACUUM PACK MACHINE WITH GAS FLUSHING SYSTEM - 300MM,CaterMarket,True,EACH,14818.0,17040.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,12600.0,0,Sales,Purchases
VPS0400FS,VACUUM PACK MACHINE - 400MM,CaterMarket,True,EACH,18522.0,21300.3,True,,,,,,,,,,,,,Standard Rate,Standard Rate,15750.0,0,Sales,Purchases
VPS0400FS-GF,VACUUM PACK MACHINE WITH GAS FLUSHING SYSTEM - 400MM,CaterMarket,True,EACH,19404.0,22314.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,16500.0,0,Sales,Purchases
VPS0400T,VACUUM PACK MACHINE - 400MM - TABLE MODEL,CaterMarket,True,EACH,17464.0,20083.6,True,,,,,,,,,,,,,Standard Rate,Standard Rate,14850.0,0,Sales,Purchases
VPS0450T-GF,VACUUM PACK MACHINE WITH GAS FLUSHING SYSTEM - 450MM,CaterMarket,True,EACH,23461.0,26980.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,19950.0,0,Sales,Purchases
VPS0500FS-GF,VACUUM PACK MACHINE WITH GAS FLUSHING SYSTEM - 500MM,CaterMarket,True,EACH,67561.0,77695.15,True,,,,,,,,,,,,,Standard Rate,Standard Rate,57450.0,0,Sales,Purchases
VPS0600FS-GF,VACUUM PACK MACHINE WITH GAS FLUSHING SYSTEM - 600MM,CaterMarket,True,EACH,50803.0,58423.45,True,,,,,,,,,,,,,Standard Rate,Standard Rate,43200.0,0,Sales,Purchases
VPS1003,GRATING BLADE - 3MM,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
VPS1004,GRATING BLADE - 4MM,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
VPS1007,GRATING BLADE - 7MM,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
VPS2002,SLICING BLADE - 2MM,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
VPS2004,SLICING BLADE - 4MM,CaterMarket,True,EACH,706.0,811.9,True,,,,,,,,,,,,,Standard Rate,Standard Rate,600.0,0,Sales,Purchases
VPS2008,SLICING BLADE - 8MM,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
VPS2010,SLICING BLADE - 10MM,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
VPS2014,SLICING BLADE - 14MM,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
VPS3001,CURVED SLICING BLADE - 1MM,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
VPS3002,CURVED SLICING BLADE - 2MM,CaterMarket,True,EACH,1058.0,1216.7,True,,,,,,,,,,,,,Standard Rate,Standard Rate,900.0,0,Sales,Purchases
